季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,16.22,0.18,1.01,0.37
2020Q4,15.68,0.04,0.26,0.11
2020Q3,15.51,0.18,1.21,0.6
2020Q2,14.9,0.03,0.23,0.13
2020Q1,14.56,0.09,0.59,0.38
2019Q4,15.3,0.01,0.09,0.06
2019Q3,15.2,0.06,0.39,0.26
2019Q2,15.28,0.01,0.09,0.06
2019Q1,18.3,0.0,-0.02,-0.01
2018Q4,18.32,-0.05,-0.3,-0.19
2018Q3,18.46,0.32,2.03,1.09
2018Q2,15.62,0.24,1.5,0.78
2018Q1,15.22,0.13,0.82,0.43
2017Q4,14.77,0.08,0.5,0.27
2017Q3,14.58,0.18,1.23,0.68
2017Q2,14.02,0.13,0.91,0.51
2017Q1,13.61,0.16,1.11,0.64
2016Q4,13.13,-0.04,-0.26,-0.15
2016Q3,13.24,0.09,0.68,0.38
2016Q2,12.95,-0.12,-0.91,-0.49
2016Q1,13.34,-0.12,-0.82,-0.43
2015Q4,13.69,-0.02,-0.14,-0.08
2015Q3,13.79,-0.42,-2.95,-1.52
2015Q2,15.08,0.1,0.68,0.31
2015Q1,14.78,0.17,1.16,0.52
2014Q4,14.26,0.07,0.46,0.21
2014Q3,14.13,-0.46,-3.14,-1.39
2014Q2,15.54,0.66,4.42,2.03
