季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,9.22,0.13,0.7,0.43
2020Q4,9.98,0.18,0.96,0.6
2020Q3,9.44,0.24,1.32,0.88
2020Q2,8.71,-0.04,-0.28,-0.19
2020Q1,8.87,0.03,0.15,0.1
2019Q4,9.55,0.24,1.23,0.84
2019Q3,8.83,0.24,1.24,0.82
2019Q2,8.1,0.27,1.42,0.92
2019Q1,8.78,-0.01,-0.07,-0.04
2018Q4,9.16,0.32,1.67,1.0
2018Q3,8.45,0.24,1.28,0.76
2018Q2,8.04,0.26,1.34,0.81
2018Q1,7.25,-0.35,-1.84,-1.07
2017Q4,8.33,0.01,0.07,0.04
2017Q3,8.3,-0.41,-2.1,-1.2
2017Q2,9.54,-0.29,-1.51,-0.89
2017Q1,10.44,-0.29,-1.43,-0.88
2016Q4,11.32,0.37,1.78,1.1
2016Q3,10.2,0.06,0.29,0.18
2016Q2,10.01,-0.15,-0.71,-0.46
2016Q1,10.48,-0.18,-0.8,-0.51
2015Q4,11.03,0.01,0.05,0.03
2015Q3,10.92,0.23,1.06,0.58
2015Q2,10.17,0.16,0.72,0.4
2015Q1,16.47,-0.24,-1.01,-0.59
2014Q4,17.27,0.61,2.61,1.51
2014Q3,15.23,0.71,3.3,1.93
2014Q2,12.87,1.28,6.21,3.7
