季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,46.0,1.45,4.2,1.89
2020Q4,42.13,1.56,4.83,2.13
2020Q3,38.09,2.02,6.5,2.85
2020Q2,32.68,1.74,5.56,2.52
2020Q1,38.75,0.87,2.68,1.24
2019Q4,36.41,1.95,10.62,4.72
2019Q3,31.16,1.15,4.07,1.74
2019Q2,28.08,1.46,5.29,2.37
2019Q1,32.22,0.9,3.35,1.54
2018Q4,29.8,1.18,4.58,2.09
2018Q3,26.59,0.9,3.81,1.69
2018Q2,24.16,0.48,2.02,0.96
2018Q1,30.91,0.98,3.75,1.92
2017Q4,28.31,1.45,5.83,2.94
2017Q3,24.63,1.19,5.07,2.65
2017Q2,21.45,1.17,4.95,2.81
2017Q1,26.34,1.53,6.23,3.71
2016Q4,22.23,1.55,6.56,3.86
2016Q3,18.13,1.13,5.12,2.96
2016Q2,15.11,1.08,5.14,2.98
2016Q1,17.58,0.95,4.76,2.68
2015Q4,15.03,0.82,4.48,2.45
2015Q3,13.02,0.72,3.98,2.22
2015Q2,11.1,0.42,2.1,1.18
2015Q1,14.95,0.72,3.38,1.91
2014Q4,13.21,0.95,4.5,2.54
2014Q3,10.81,0.69,3.54,1.92
2014Q2,9.13,0.78,3.82,2.08
