季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,8.08,0.21,0.6,0.27
2020Q4,7.96,0.65,1.79,0.75
2020Q3,7.63,1.41,4.24,1.67
2020Q2,6.92,1.97,6.5,2.55
2020Q1,6.32,-0.51,-1.69,-0.67
2019Q4,6.58,0.62,2.04,0.8
2019Q3,6.27,0.96,3.17,1.22
2019Q2,5.79,0.58,1.91,0.68
2019Q1,5.99,-0.13,-0.43,-0.15
2018Q4,6.06,0.81,2.7,0.94
2018Q3,5.65,1.27,4.3,1.6
2018Q2,4.99,0.86,2.88,1.17
2018Q1,5.24,-0.5,-1.65,-0.74
2017Q4,5.51,0.41,1.38,0.65
2017Q3,5.29,1.22,4.21,1.96
2017Q2,4.66,1.38,4.89,2.39
2017Q1,4.72,0.02,0.08,0.04
2016Q4,4.71,1.46,5.2,2.55
2016Q3,3.95,0.65,2.38,1.22
2016Q2,3.61,0.73,2.65,1.42
2016Q1,4.15,0.46,1.62,0.89
2015Q4,3.91,1.17,4.21,2.16
2015Q3,3.31,1.77,6.84,3.22
2015Q2,2.38,0.86,2.51,1.2
2015Q1,5.17,1.15,3.31,1.72
2014Q4,4.75,3.0,8.55,4.46
2014Q3,3.74,3.67,14.56,6.2
2014Q2,2.48,3.18,18.58,6.46
