季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,-3.73,0.04,0.5,0.26
2020Q4,-3.81,-0.02,0.12,0.07
2020Q3,-3.77,0.04,0.42,0.22
2020Q2,-3.84,0.19,2.01,1.04
2020Q1,-4.21,-0.03,-0.48,-0.25
2019Q4,-4.16,-0.34,-3.78,-2.02
2019Q3,-3.52,-0.02,-0.42,-0.23
2019Q2,-3.47,-0.01,-0.04,-0.02
2019Q1,-3.46,-0.2,-2.37,-1.3
2018Q4,-3.1,-0.35,-5.13,-2.84
2018Q3,-2.46,0.08,0.75,0.41
2018Q2,-2.61,0.71,12.59,6.53
2018Q1,-3.91,-0.15,-1.71,-0.86
2017Q4,-3.65,-0.25,-3.97,-2.08
2017Q3,-3.17,-0.08,-0.75,-0.39
2017Q2,-3.02,0.17,1.55,0.76
2017Q1,-6.46,-0.4,-3.95,-1.83
2016Q4,-5.74,-1.73,-16.11,-7.89
2016Q3,-2.56,-0.48,-3.84,-1.92
2016Q2,-1.68,-0.32,-2.58,-1.29
2016Q1,-2.56,-0.6,-4.61,-2.34
2015Q4,-1.47,-0.9,-6.34,-3.22
2015Q3,0.2,-0.55,-3.99,-2.02
2015Q2,1.2,-0.51,-3.2,-1.64
2015Q1,2.13,-0.34,-2.11,-1.1
2014Q4,2.75,-0.12,-0.74,-0.39
2014Q3,2.99,-0.16,-1.0,-0.54
2014Q2,3.28,-0.11,-0.72,-0.39
