季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,-0.008,0.11,1.8,0.76
2020Q4,-0.11,-0.04,1.04,0.45
2020Q3,-0.054,-0.03,-0.08,-0.04
2020Q2,-0.029,-0.07,-0.54,-0.26
2020Q1,0.036,-0.27,-1.26,-0.63
2019Q4,0.3,0.04,0.93,0.47
2019Q3,0.25,-0.09,-0.36,-0.19
2019Q2,0.34,-0.39,-2.51,-1.44
2019Q1,0.93,-0.49,-3.3,-1.87
2018Q4,1.36,0.14,1.86,1.01
2018Q3,1.27,4.68,40.9,18.37
2018Q2,-2.77,-0.04,0.18,0.07
2018Q1,-2.73,-1.09,-11.53,-4.69
2017Q4,-1.79,-0.39,-3.24,-1.38
2017Q3,-1.47,-0.45,-4.53,-1.97
2017Q2,-1.08,-0.1,-1.76,-0.79
2017Q1,-1.37,-0.35,-3.93,-1.8
2016Q4,-1.06,-0.21,-1.86,-0.87
2016Q3,-0.91,-0.18,-1.78,-0.87
2016Q2,-0.75,-0.42,-3.51,-1.78
2016Q1,-1.35,-0.32,-2.63,-1.33
2015Q4,-1.07,-0.46,-3.33,-1.77
2015Q3,-0.64,-0.02,-0.55,-0.31
2015Q2,-0.63,-0.44,-3.34,-1.98
2015Q1,-0.036,-0.32,-2.42,-1.44
2014Q4,0.24,0.17,1.6,0.91
2014Q3,0.084,0.1,0.92,0.52
2014Q2,-0.003,-0.22,-1.39,-0.75
