季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,40.0,9.83,19.38,15.55
2020Q4,29.57,7.87,18.77,15.44
2020Q3,21.3,4.55,12.77,10.3
2020Q2,16.51,3.25,9.55,7.89
2020Q1,17.82,1.21,3.54,3.09
2019Q4,16.55,1.05,3.16,2.72
2019Q3,15.46,1.85,5.86,4.9
2019Q2,13.52,0.97,3.07,2.63
2019Q1,16.26,1.14,3.54,3.16
2018Q4,15.07,0.84,2.7,2.35
2018Q3,14.31,1.38,4.62,3.78
2018Q2,12.87,1.07,3.53,2.93
2018Q1,15.4,0.8,2.6,2.3
2017Q4,14.47,0.64,2.08,1.84
2017Q3,13.81,0.78,2.7,2.21
2017Q2,13.0,1.4,4.98,3.83
2017Q1,15.43,0.69,2.69,2.12
2016Q4,14.77,1.28,5.2,4.13
2016Q3,13.57,1.48,6.37,4.81
2016Q2,12.17,1.5,6.34,4.88
2016Q1,14.53,2.03,8.47,6.85
2015Q4,12.61,8.13,35.57,28.18
2015Q2,8.22,1.48,,
2014Q4,8.39,3.41,18.06,12.48
