季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,3.71,0.43,2.33,1.15
2020Q4,3.49,0.79,4.46,2.2
2020Q3,3.08,0.72,4.23,2.14
2020Q2,2.72,-0.21,-1.19,-0.59
2020Q1,3.49,0.18,0.97,0.51
2019Q4,3.4,0.36,2.0,1.18
2019Q3,3.21,0.83,4.86,2.79
2019Q2,2.79,0.76,4.51,2.59
2019Q1,2.81,0.58,3.49,2.2
2018Q4,2.51,0.95,6.03,4.1
2018Q3,2.03,0.44,2.89,2.02
2018Q2,1.81,0.55,3.71,2.71
2018Q1,1.78,-0.36,-2.38,-1.82
2017Q4,1.96,0.34,2.28,1.73
2017Q3,1.79,0.01,0.04,0.03
2017Q2,1.78,0.14,0.93,0.73
2017Q1,2.32,-0.3,-1.87,-1.51
2016Q4,2.48,0.65,4.11,3.34
2016Q3,2.14,0.24,1.55,1.24
2016Q2,2.02,0.75,4.81,3.82
2016Q1,2.25,0.52,3.38,2.76
2015Q4,1.99,0.72,4.84,3.88
2015Q3,1.62,0.62,4.35,3.27
2015Q2,1.3,0.68,4.98,3.51
2015Q1,1.06,0.44,3.38,2.34
2014Q4,0.83,0.45,3.51,2.31
2014Q3,0.62,-0.44,-3.66,-2.14
2014Q2,0.82,-0.1,-0.76,-0.43
