季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,6.03,2.06,7.74,3.38
2020Q4,5.07,2.18,9.13,3.57
2020Q3,4.06,1.57,7.19,2.71
2020Q2,3.34,0.47,2.12,0.83
2020Q1,3.95,0.66,2.98,1.17
2019Q4,3.65,1.09,5.1,1.9
2019Q3,3.15,0.41,1.99,0.74
2019Q2,2.96,0.19,0.88,0.38
2019Q1,4.25,0.56,2.44,1.43
2018Q4,3.99,0.9,4.01,2.68
2018Q3,3.58,0.81,3.8,2.35
2018Q2,3.21,0.64,2.78,1.76
2018Q1,4.74,1.36,5.8,3.79
2017Q4,4.13,1.56,7.32,4.43
2017Q3,3.46,1.39,7.2,4.02
2017Q2,2.85,0.98,5.05,2.8
2017Q1,3.72,1.12,5.65,3.04
2016Q4,3.24,1.34,7.29,3.74
2016Q3,2.66,0.82,4.76,2.37
2016Q2,2.31,0.71,3.94,2.02
2016Q1,3.51,0.94,4.95,2.66
2015Q4,3.1,1.23,6.94,3.54
2015Q3,2.56,0.78,4.59,2.13
2015Q2,2.79,1.09,5.71,2.87
2015Q1,4.51,1.28,6.12,3.44
2014Q4,3.94,1.59,8.15,4.14
2014Q3,3.24,1.72,9.61,4.33
2014Q2,2.49,1.43,7.28,3.55
