季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,11.95,0.32,1.11,0.54
2020Q4,11.93,0.42,1.51,0.73
2020Q3,11.61,0.2,0.72,0.34
2020Q2,12.21,0.26,0.98,0.48
2020Q1,12.01,-0.07,-0.32,-0.17
2019Q4,12.98,0.23,0.75,0.43
2019Q3,12.81,0.18,0.59,0.33
2019Q2,12.69,1.11,3.05,1.79
2019Q1,16.1,1.22,3.28,2.01
2018Q4,15.25,1.93,5.44,3.22
2018Q3,13.87,2.02,6.01,3.67
2018Q2,12.46,2.58,7.76,5.39
2018Q1,12.55,1.53,5.13,3.54
2017Q4,11.48,0.85,3.09,1.87
2017Q3,10.94,1.89,7.32,4.33
2017Q2,9.75,1.43,5.52,3.25
2017Q1,10.4,1.1,4.51,2.67
2016Q4,9.71,1.81,7.2,4.13
2016Q3,8.51,1.22,5.21,2.84
2016Q2,7.76,1.02,4.17,2.22
2015Q4,7.18,6.96,21.57,9.5
2015Q2,5.63,1.22,,
2014Q4,4.64,,,
