季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,0.45,0.24,0.95,0.83
2020Q4,0.35,0.81,3.33,2.89
2020Q3,0.042,-0.14,-0.56,-0.5
2020Q2,0.094,-0.29,-1.08,-0.97
2020Q1,0.22,-0.27,-1.09,-0.99
2019Q4,0.32,0.24,0.82,0.75
2019Q3,0.24,-0.33,-1.13,-1.03
2019Q2,0.36,0.09,0.37,0.31
2019Q1,0.6,0.12,0.8,0.63
2018Q4,0.57,0.99,6.87,5.8
2018Q3,0.3,0.21,1.84,1.63
2018Q2,0.24,0.51,3.71,3.24
2018Q1,0.31,-0.29,-2.11,-1.8
2017Q4,0.47,1.95,12.62,10.85
2017Q3,0.027,-0.07,-0.58,-0.51
2017Q2,0.046,-0.83,-5.69,-4.97
2016Q4,0.41,1.0,5.49,4.42
2016Q2,0.04,-0.07,,
2015Q4,0.37,,,
2015Q2,-0.23,,,
2014Q4,0.44,1.52,76.26,2.09
2014Q2,-0.14,0.86,83.8,1.89
2013Q4,0.37,7.67,63.21,5.76
