季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,159.9,2.23,5.98,2.44
2020Q4,185.2,1.78,4.86,2.1
2020Q3,173.1,2.55,7.24,3.06
2020Q2,155.2,3.41,10.18,4.22
2020Q1,131.3,0.06,0.27,0.12
2019Q4,174.5,1.81,4.69,2.0
2019Q3,165.0,2.4,6.83,2.84
2019Q2,149.5,1.87,4.78,2.11
2019Q1,164.7,2.39,6.37,2.76
2018Q4,149.3,1.29,3.64,1.38
2018Q3,140.8,1.9,5.13,1.89
2018Q2,127.8,1.17,3.01,1.23
2018Q1,152.3,0.86,2.48,1.06
2017Q4,137.9,1.92,5.52,2.28
2017Q3,125.1,1.79,5.67,2.33
2017Q2,112.8,1.29,4.04,1.72
2017Q1,134.7,0.9,2.44,1.07
2016Q4,128.6,2.06,6.68,2.91
2016Q3,115.0,1.15,3.39,1.43
2016Q2,107.2,1.23,3.91,1.73
2016Q1,129.5,0.79,2.43,1.1
2015Q4,124.2,1.95,6.02,2.5
2015Q3,111.4,1.25,4.21,1.63
2015Q2,103.1,1.57,4.96,2.09
2015Q1,125.5,0.91,2.65,1.21
2014Q4,119.4,2.12,6.24,2.78
2014Q3,105.7,1.53,5.22,2.32
2014Q2,95.63,1.53,4.93,2.31
