季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,-2.9,0.09,0.84,0.3
2020Q4,-2.99,-0.19,-1.87,-0.67
2020Q3,-2.75,-0.46,-4.45,-1.69
2020Q2,-2.25,-0.05,-0.43,-0.17
2020Q1,-2.21,-0.25,-2.29,-0.92
2019Q4,-1.94,-0.01,-0.11,-0.05
2019Q3,-1.92,-0.49,-4.06,-1.88
2019Q2,-1.39,-0.47,-3.71,-1.81
2019Q1,-0.87,-0.6,-4.49,-2.27
2018Q4,-0.23,-0.1,-0.76,-0.38
2018Q3,-0.1,0.02,0.15,0.08
2018Q2,-0.13,-0.01,-0.09,-0.05
2018Q1,0.16,-0.15,-1.18,-0.53
2017Q4,0.31,0.03,0.26,0.1
2017Q3,0.29,0.12,0.96,0.35
2017Q2,0.19,0.06,0.45,0.18
2017Q1,-0.78,0.16,1.28,0.55
2016Q4,-0.92,0.02,0.13,0.06
2016Q3,-0.89,0.23,1.75,0.77
2016Q2,-1.09,0.06,0.47,0.22
2016Q1,-1.14,0.13,0.98,0.46
2015Q4,-1.25,0.04,0.31,0.14
2015Q3,-1.29,0.03,0.23,0.11
2015Q2,-1.32,0.07,0.55,0.27
2015Q1,-1.39,0.06,0.42,0.2
2014Q4,-1.43,0.19,1.56,0.71
2014Q3,-1.64,-0.02,-0.14,-0.07
2014Q2,-1.62,0.11,0.86,0.42
