季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,4.75,0.38,2.07,1.4
2020Q4,4.37,0.3,1.65,1.16
2020Q3,4.07,0.04,0.22,0.15
2020Q2,4.03,0.05,0.3,0.21
2020Q1,3.98,-0.23,-1.29,-0.88
2019Q4,4.21,-0.53,-2.91,-1.98
2019Q3,4.74,-0.22,-1.19,-0.81
2019Q2,4.97,-0.16,-0.85,-0.58
2019Q1,5.13,-0.35,-1.81,-1.21
2018Q4,5.48,-0.9,-4.54,-3.02
2018Q3,6.38,-0.04,-0.21,-0.14
2018Q2,6.42,0.13,0.62,0.42
2018Q1,6.8,0.05,0.22,0.15
2017Q4,6.75,0.1,0.49,0.34
2017Q3,6.65,0.25,1.24,0.87
2017Q2,6.39,0.25,1.24,0.87
2017Q1,6.14,0.02,0.11,0.08
2016Q4,6.12,0.15,0.78,0.53
2016Q3,5.97,0.25,1.27,0.84
2016Q2,5.71,0.11,0.57,0.37
2016Q1,5.6,-0.45,-2.27,-1.51
2015Q4,6.05,-0.37,-1.86,-1.26
2015Q3,6.43,0.17,0.84,0.56
2015Q2,6.39,0.11,0.53,0.35
2015Q1,6.28,0.16,0.77,0.5
2014Q4,6.12,0.26,1.27,0.8
2014Q3,5.86,0.31,1.53,0.94
2014Q2,5.55,0.34,1.71,1.09
