季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,62.64,1.09,4.08,1.62
2020Q4,58.75,3.69,14.99,5.84
2020Q3,46.11,-0.97,-3.99,-1.68
2020Q2,49.75,0.48,2.11,0.98
2020Q1,48.32,-0.15,-0.63,-0.29
2019Q4,48.86,0.71,3.75,1.77
2019Q3,45.57,-0.52,-2.56,-1.23
2019Q2,48.02,1.72,8.87,4.33
2019Q1,41.14,-0.07,-0.34,-0.2
2018Q4,39.2,-0.5,-2.6,-1.86
2018Q3,40.5,0.6,3.11,2.21
2018Q2,37.44,-0.01,-0.07,-0.05
2018Q1,39.98,-0.04,-0.23,-0.16
2017Q4,38.19,0.09,0.46,0.33
2017Q3,37.78,0.74,4.06,2.87
2017Q2,34.02,1.29,7.09,4.83
2017Q1,28.96,0.3,1.74,1.12
2016Q4,27.9,-0.06,-0.36,-0.23
2016Q3,31.69,0.93,6.19,3.75
2016Q2,26.61,-0.04,-0.25,-0.15
2016Q1,28.56,-0.12,-0.82,-0.49
2015Q4,29.22,1.2,5.71,0.22
2015Q3,22.83,-1.4,-12.6,-0.35
2015Q2,30.08,-0.11,-0.42,-0.01
2015Q1,32.36,0.74,6.34,0.22
2014Q4,28.54,-0.38,-1.88,-0.06
2014Q3,30.43,1.0,9.37,0.3
2014Q2,25.26,-0.01,-0.11,0.0
