季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,14.63,0.08,-0.23,-0.1
2020Q4,14.55,0.62,1.67,0.71
2020Q3,14.46,0.24,-0.09,-0.04
2020Q2,14.32,-0.09,-1.3,-0.59
2020Q1,14.97,0.11,-0.44,-0.2
2019Q4,14.93,0.34,0.2,0.09
2019Q3,14.63,0.36,0.5,0.24
2019Q2,14.28,0.94,2.8,1.34
2019Q1,14.15,0.41,0.92,0.46
2018Q4,14.37,0.81,2.84,1.48
2018Q3,13.59,0.5,1.0,0.53
2018Q2,13.1,0.5,0.99,0.53
2018Q1,12.91,0.9,3.34,1.77
2017Q4,10.93,0.26,1.15,0.61
2017Q3,10.81,0.56,2.5,1.33
2017Q2,10.26,0.56,2.57,1.37
2017Q1,10.2,-0.24,-1.07,-0.57
2016Q4,10.44,0.25,1.12,0.61
2016Q3,10.21,0.21,0.95,0.51
2016Q2,10.0,0.11,0.49,0.25
2016Q1,10.36,0.28,1.21,0.62
2015Q4,10.09,0.43,1.77,0.92
2015Q3,9.7,0.79,3.38,1.73
2015Q2,8.95,0.28,1.21,0.61
2015Q1,9.16,0.22,0.93,0.48
2014Q4,9.03,0.62,2.7,1.36
2014Q3,8.47,0.41,1.87,0.92
2014Q2,8.08,0.47,2.14,1.08
