季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,8.28,0.77,4.69,2.3
2020Q4,8.68,0.32,1.95,0.97
2020Q3,8.11,0.4,2.54,1.24
2020Q2,7.53,0.45,2.94,1.38
2020Q1,6.74,0.46,2.99,1.41
2019Q4,7.13,0.31,1.99,0.96
2019Q3,6.69,0.31,1.97,0.96
2019Q2,6.15,0.39,2.49,1.24
2019Q1,6.51,0.2,1.3,0.67
2018Q4,6.15,0.21,1.36,0.71
2018Q3,5.9,0.32,2.12,1.11
2018Q2,5.33,0.25,1.66,0.88
2018Q1,4.92,0.17,1.13,0.61
2017Q4,4.56,0.19,1.22,0.62
2017Q3,4.42,0.08,0.5,0.24
2017Q2,4.41,0.19,1.33,0.64
2017Q1,4.62,-0.02,-0.13,-0.06
2016Q4,4.65,0.17,1.09,0.52
2016Q3,4.57,-0.03,-0.21,-0.1
2016Q2,4.62,0.2,1.26,0.64
2016Q1,5.28,0.23,1.43,0.76
2015Q4,5.01,0.19,1.2,0.62
2015Q3,4.95,0.29,1.86,0.93
2015Q2,4.61,0.21,1.29,0.65
2015Q1,4.94,0.27,1.66,0.83
2014Q4,4.49,0.15,0.94,0.46
2014Q3,4.42,0.11,0.72,0.34
2014Q2,4.23,0.13,0.85,0.41
