季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,0.58,0.03,0.28,0.15
2020Q4,0.56,-0.08,-0.69,-0.4
2020Q3,0.62,-0.24,-1.8,-1.12
2020Q2,0.77,0.19,1.58,1.0
2020Q1,0.63,0.02,0.13,0.08
2019Q4,0.62,0.16,1.09,0.71
2019Q3,0.52,0.12,0.89,0.55
2019Q2,0.45,0.46,4.08,2.1
2019Q1,0.21,0.22,2.09,1.08
2018Q4,0.084,-0.06,-0.51,-0.27
2018Q3,0.002,-0.63,-5.82,-3.44
2018Q2,0.34,-0.9,-8.26,-5.06
2018Q1,0.83,-0.34,-2.73,-1.7
2017Q4,0.98,0.05,0.69,0.47
2017Q3,-1.67,0.02,0.28,0.18
2017Q2,-1.68,0.01,0.06,0.04
2017Q1,-1.69,0.04,0.53,0.36
2016Q4,-1.71,-0.91,-10.31,-6.64
2016Q3,-1.11,-1.01,-10.7,-6.63
2016Q2,-0.46,-0.19,-1.99,-1.19
2016Q1,-0.34,-0.25,-2.62,-1.55
2015Q4,-0.18,-0.34,-3.36,-2.0
2015Q3,0.029,-0.46,-4.5,-2.82
2015Q2,0.33,-0.77,-7.01,-4.54
2015Q1,0.83,-0.34,-2.97,-1.98
2014Q4,1.05,-0.09,-0.75,-0.49
2014Q3,1.11,-0.17,-1.46,-0.88
2014Q2,1.22,-0.48,-3.92,-2.48
