季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,17.1,0.68,3.15,1.86
2020Q4,16.06,0.76,3.65,1.98
2020Q3,14.89,0.86,4.33,2.17
2020Q2,13.57,0.66,3.23,1.69
2020Q1,15.62,0.62,2.99,1.61
2019Q4,14.67,0.83,4.14,2.18
2019Q3,13.41,0.8,4.17,2.17
2019Q2,12.18,0.73,3.68,2.01
2019Q1,15.33,0.82,4.0,2.23
2018Q4,14.08,1.04,5.34,2.82
2018Q3,12.49,0.92,4.97,2.46
2018Q2,11.09,0.82,4.28,2.11
2018Q1,13.96,0.48,2.43,1.15
2017Q4,13.25,0.84,4.4,1.85
2017Q3,11.95,1.0,5.43,2.11
2017Q2,10.42,1.02,5.46,2.19
2017Q1,13.44,0.15,0.79,0.34
2016Q4,13.21,1.32,6.95,2.98
2016Q3,11.24,0.68,3.75,1.58
2016Q2,10.2,0.84,4.5,1.99
2016Q1,12.73,0.87,4.57,2.17
2015Q4,11.41,1.15,6.37,3.04
2015Q3,9.65,1.36,8.15,3.55
2015Q2,7.57,0.77,4.43,1.94
2015Q1,11.74,0.97,5.36,2.49
2014Q4,10.25,1.25,7.3,3.28
2014Q3,8.4,1.07,6.73,2.82
2014Q2,6.77,0.66,3.99,1.69
