季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,674.5,0.95,4.24,1.57
2020Q4,620.6,0.62,2.85,1.03
2020Q3,585.8,1.26,5.98,2.08
2020Q2,513.4,1.12,5.19,1.86
2020Q1,591.6,0.79,3.76,1.4
2019Q4,546.9,0.5,2.57,0.94
2019Q3,514.8,0.91,4.49,1.62
2019Q2,463.2,1.01,4.88,1.83
2019Q1,547.5,0.93,4.43,1.79
2018Q4,494.7,0.46,2.57,1.07
2018Q3,470.3,0.89,4.56,1.82
2018Q2,420.0,0.97,4.82,2.08
2018Q1,677.6,0.75,3.35,1.58
2017Q4,630.5,4.39,21.68,9.69
2017Q3,384.6,1.01,5.67,2.33
2017Q2,327.5,0.83,4.76,1.98
2017Q1,399.8,0.79,4.42,1.86
2016Q4,355.1,0.23,2.53,1.02
2016Q3,347.5,0.73,4.17,1.62
2016Q2,306.2,0.84,4.63,1.81
2016Q1,372.2,0.76,4.03,1.61
2015Q4,328.8,0.27,1.43,0.56
2015Q3,317.0,0.68,3.82,1.43
2015Q2,278.4,0.81,4.56,1.69
2015Q1,332.5,0.79,4.31,1.64
2014Q4,289.5,0.35,2.21,0.82
2014Q3,270.6,0.34,2.5,0.9
2014Q2,251.2,0.57,3.43,1.26
