季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,17.22,4.81,8.48,5.53
2020Q4,15.07,3.15,5.29,3.64
2020Q3,13.69,2.06,3.42,2.2
2020Q2,14.13,4.71,9.52,5.49
2020Q1,12.07,5.3,11.85,7.04
2019Q4,14.29,1.99,4.32,2.86
2019Q3,13.45,4.6,10.61,5.55
2019Q2,11.49,7.28,20.63,8.17
2019Q1,8.39,6.13,14.44,7.23
2018Q4,17.28,8.03,16.57,10.86
2018Q3,13.86,10.07,25.47,14.17
2018Q2,9.57,7.61,20.95,11.7
2018Q1,10.59,4.72,13.56,9.55
2017Q4,8.58,4.6,14.97,10.97
2017Q3,6.62,2.7,10.02,7.11
2017Q2,5.47,2.15,8.17,5.92
2017Q1,6.34,1.41,5.59,4.33
2016Q4,5.74,1.55,6.28,4.84
2016Q3,5.1,1.53,6.28,4.64
2016Q2,4.45,0.93,4.5,3.44
2016Q1,4.23,0.65,2.49,2.05
2015Q4,3.95,0.48,1.78,1.48
2015Q3,3.75,1.51,6.3,4.83
2015Q2,3.11,0.93,3.93,3.06
2015Q1,2.92,0.8,3.28,2.77
2014Q4,2.58,0.71,3.05,2.45
2014Q3,2.29,1.38,6.18,4.47
2014Q2,1.7,1.01,4.3,3.19
