季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,43.99,-0.28,-1.91,-0.62
2020Q4,46.64,0.12,0.8,0.25
2020Q3,44.99,-0.01,-0.08,-0.02
2020Q2,45.1,0.25,1.7,0.51
2020Q1,53.88,0.06,0.36,0.11
2019Q4,53.35,0.46,2.96,0.94
2019Q3,48.89,0.62,4.2,1.31
2019Q2,43.0,0.47,3.12,1.01
2019Q1,51.2,0.44,2.89,1.0
2018Q4,47.06,0.52,3.54,1.28
2018Q3,42.52,0.71,4.98,1.83
2018Q2,35.86,0.66,4.69,1.77
2018Q1,40.29,0.33,2.35,0.92
2017Q4,37.17,0.63,4.6,1.73
2017Q3,31.71,0.65,5.03,1.83
2017Q2,25.55,0.46,3.52,1.32
2017Q1,33.69,0.12,0.9,0.35
2016Q4,32.58,0.64,4.8,1.81
2016Q3,26.82,0.48,3.8,1.34
2016Q2,22.43,0.64,4.98,1.81
2016Q1,28.97,0.53,4.11,1.61
2015Q4,24.13,0.4,3.24,1.25
2015Q3,20.26,0.87,7.4,2.7
2015Q2,12.32,0.49,4.23,1.58
2015Q1,16.23,0.47,4.03,1.59
2014Q4,12.0,0.76,6.95,2.72
2014Q3,5.09,0.38,3.6,1.39
2014Q2,2.67,0.46,4.57,1.83
