季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,1.85,1.13,6.17,4.09
2020Q4,1.49,0.85,4.94,3.77
2020Q3,1.23,0.61,3.65,2.77
2020Q2,1.04,0.6,3.62,2.8
2020Q1,1.32,0.51,3.0,2.41
2019Q4,1.16,0.53,3.0,2.39
2019Q3,1.01,0.49,3.1,2.41
2019Q2,0.87,0.59,4.05,3.09
2019Q1,1.44,0.57,3.71,2.88
2018Q4,1.28,0.51,3.42,2.66
2018Q3,1.14,0.71,4.96,3.61
2018Q2,0.95,0.97,6.8,4.95
2018Q1,1.15,0.47,3.26,2.52
2017Q4,1.02,2.1,14.45,11.2
2017Q2,0.67,0.71,,
2016Q4,0.85,0.78,6.29,4.94
2016Q2,0.65,,,
2015Q4,0.81,,,
2014Q4,0.69,,,
