季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,33.89,3.49,4.78,2.51
2020Q4,31.71,3.3,4.77,2.47
2020Q3,29.65,3.88,6.01,3.13
2020Q2,27.24,3.77,6.0,3.15
2020Q1,27.38,0.62,0.98,0.51
2019Q4,26.99,1.69,2.68,1.37
2019Q3,25.94,3.04,4.89,2.51
2019Q2,24.05,1.65,2.64,1.39
2019Q1,24.89,-0.96,-1.52,-0.82
2018Q4,25.48,1.33,2.48,1.25
2018Q3,25.33,2.02,3.58,1.76
2018Q2,23.95,1.78,3.41,1.84
2018Q1,24.92,-1.68,-3.03,-1.71
2017Q4,26.25,1.19,2.14,1.2
2017Q3,25.31,1.67,3.09,1.74
2017Q2,23.98,1.28,2.3,1.39
2017Q1,27.73,1.36,2.29,1.47
2016Q4,26.65,2.35,3.96,2.49
2016Q3,24.79,2.21,3.81,2.39
2016Q2,23.33,1.95,3.26,2.13
2016Q1,24.8,1.08,1.77,1.17
2015Q4,23.94,1.84,3.04,1.96
2015Q3,22.48,1.75,3.0,1.88
2015Q2,21.1,0.61,1.05,0.68
2015Q1,22.99,0.08,0.13,0.09
2014Q4,22.93,1.14,1.93,1.27
2014Q3,22.03,1.08,1.92,1.25
2014Q2,21.17,0.73,1.29,0.86
