季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,159.8,0.41,1.46,0.56
2020Q4,156.3,0.5,1.82,0.69
2020Q3,152.2,0.87,3.22,1.24
2020Q2,144.7,0.12,0.43,0.17
2020Q1,159.7,-0.46,-1.5,-0.63
2019Q4,163.6,0.75,2.34,0.99
2019Q3,157.3,1.02,3.17,1.29
2019Q2,147.5,0.04,0.14,0.06
2019Q1,161.5,0.11,0.35,0.14
2018Q4,160.5,0.24,0.77,0.31
2018Q3,158.5,0.89,2.94,1.15
2018Q2,151.0,0.6,2.18,0.83
2018Q1,156.1,0.25,0.96,0.37
2017Q4,152.8,0.47,1.81,0.7
2017Q3,148.8,0.57,2.2,0.8
2017Q2,144.0,0.16,0.63,0.23
2017Q1,149.0,-0.02,-0.07,-0.03
2016Q4,149.2,0.29,1.02,0.39
2016Q3,146.8,0.01,0.03,0.01
2016Q2,146.8,-0.57,-1.92,-0.74
2016Q1,160.0,-0.77,-2.43,-1.04
2015Q4,168.9,0.25,0.77,0.33
2015Q3,166.7,0.5,1.61,0.68
2015Q2,162.4,0.14,0.44,0.19
2015Q1,180.1,0.07,0.23,0.1
2014Q4,179.5,0.38,1.2,0.53
2014Q3,175.8,0.92,3.14,1.39
2014Q2,168.1,0.72,2.44,1.11
