季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,17.69,1.79,9.11,3.31
2020Q4,20.98,1.9,9.71,3.94
2020Q3,15.93,1.4,7.93,3.45
2020Q2,13.4,0.72,4.0,1.97
2020Q1,17.54,0.49,2.57,1.33
2019Q4,16.65,1.01,5.47,2.63
2019Q3,14.25,0.95,5.42,2.53
2019Q2,12.49,0.49,2.75,1.27
2019Q1,15.22,4.56,27.88,11.46
2018Q4,6.95,1.36,9.83,3.81
2018Q3,5.82,0.47,3.55,1.49
2018Q2,4.97,0.3,2.25,0.96
2018Q1,6.6,0.08,0.57,0.23
2017Q4,6.33,0.63,4.77,1.83
2017Q3,5.63,0.65,5.11,2.02
2017Q2,4.44,0.18,1.45,0.62
2017Q1,5.01,0.02,0.14,0.06
2016Q4,4.97,0.05,0.21,0.09
2016Q3,4.95,0.42,3.22,1.36
2016Q2,4.19,0.11,0.84,0.37
2016Q1,4.9,0.01,0.15,0.07
2015Q4,4.89,0.01,0.04,0.02
2015Q3,4.88,0.66,5.06,2.12
2015Q2,3.69,-0.06,-0.43,-0.18
2015Q1,3.8,0.1,0.7,0.3
2014Q4,3.63,0.46,3.63,1.5
2014Q3,2.95,0.31,2.52,1.06
2014Q2,2.38,-0.02,-0.11,-0.05
