季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,17.19,1.89,11.4,4.85
2020Q4,5.45,-0.56,-3.51,-1.46
2020Q3,8.9,-0.67,-4.11,-1.8
2020Q2,13.02,-1.11,-6.41,-2.91
2020Q1,24.84,0.02,0.12,0.06
2019Q4,24.71,0.58,3.21,1.45
2019Q3,21.4,1.08,6.27,2.77
2019Q2,14.71,0.81,4.91,2.16
2019Q1,12.14,0.33,2.0,0.89
2018Q4,10.14,0.45,2.81,1.22
2018Q3,7.49,0.38,2.42,1.02
2018Q2,5.16,0.16,0.94,0.41
2018Q1,7.23,0.08,0.44,0.19
2017Q4,6.74,1.28,7.73,3.1
2017Q3,-0.22,0.33,2.21,0.84
2017Q2,-2.06,0.05,0.32,0.13
2017Q1,-5.53,-0.44,-2.97,-1.2
2016Q4,-3.17,0.54,3.53,1.49
2016Q3,-6.12,-0.24,-1.59,-0.72
2016Q2,-4.77,-1.07,-6.71,-3.35
2016Q1,5.05,-0.48,-2.83,-1.46
2015Q4,7.71,0.26,1.39,0.71
2015Q3,6.27,0.53,3.07,1.58
2015Q2,3.29,-0.08,-0.49,-0.26
2015Q1,7.71,0.26,1.43,0.78
2014Q4,6.22,0.48,2.79,1.46
2014Q3,3.14,0.39,2.36,1.22
2014Q2,0.93,0.14,0.84,0.44
