季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,-2.12,-0.27,-3.2,-1.48
2020Q4,-1.85,0.02,0.21,0.1
2020Q3,-1.87,0.12,-11.27,-5.22
2020Q2,-1.99,-1.08,-0.08,-0.04
2020Q1,-0.9,0.01,0.07,0.04
2019Q4,-0.9,0.11,1.22,0.7
2019Q3,-0.99,0.16,-4.07,-2.36
2019Q2,-1.15,-0.21,-2.32,-1.48
2019Q1,-0.93,-0.32,-3.32,-2.47
2018Q4,-0.61,-0.37,-3.84,-3.01
2018Q3,-0.22,-0.16,-1.61,-1.24
2018Q2,-0.054,-0.09,-0.85,-0.64
2018Q1,0.081,-0.33,-2.9,-2.24
2017Q4,0.35,-0.07,-0.52,-0.39
2017Q3,0.42,0.17,1.43,0.88
2017Q2,0.26,0.2,1.86,0.98
2017Q1,0.52,-0.15,-1.41,-0.77
2016Q4,0.65,-0.08,-0.71,-0.4
2016Q3,0.76,0.08,0.7,0.4
2016Q2,0.69,0.31,2.83,1.64
2016Q1,0.55,0.31,2.87,1.63
2015Q4,0.29,0.91,8.75,4.82
2015Q3,-0.46,0.45,4.64,2.44
2015Q2,-0.84,-1.32,-12.8,-7.01
2015Q1,0.71,0.27,2.42,1.47
2014Q4,0.49,0.21,1.94,1.17
2014Q3,0.31,0.05,0.43,0.25
2014Q2,-4.7,0.03,0.41,0.24
