季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,3.52,0.63,1.57,1.17
2020Q4,3.34,2.5,6.76,5.12
2020Q3,2.65,1.37,3.92,2.78
2020Q2,2.28,2.62,5.79,4.14
2020Q1,3.57,0.1,0.14,0.1
2019Q4,3.54,2.24,4.85,3.54
2019Q3,3.05,1.69,3.78,2.6
2019Q2,2.68,4.46,10.17,6.93
2019Q1,3.2,2.49,5.67,4.18
2018Q4,2.65,0.83,1.68,1.26
2018Q3,2.48,4.33,10.72,7.5
2018Q2,1.53,3.72,8.46,6.09
2018Q1,2.09,0.43,0.96,0.74
2017Q4,2.0,1.66,3.9,3.03
2017Q3,1.67,1.25,3.03,2.22
2017Q2,1.42,1.96,4.59,3.36
2017Q1,2.48,0.91,2.05,1.55
2016Q4,2.3,4.48,11.76,8.32
2016Q3,1.59,1.85,9.48,5.31
2016Q2,1.29,2.57,12.79,7.1
2016Q1,1.89,1.47,7.08,4.4
2015Q4,1.66,1.9,8.97,5.7
2015Q3,1.39,2.59,15.21,8.83
2015Q2,0.98,3.57,20.72,10.98
2014Q4,0.99,5.88,35.69,22.23
2014Q2,0.54,2.59,,
