季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,59.24,0.51,2.42,1.27
2020Q4,56.25,0.27,1.31,0.71
2020Q3,54.66,0.4,2.01,1.08
2020Q2,52.27,0.44,2.14,1.18
2020Q1,59.71,0.7,3.36,1.96
2019Q4,55.58,0.3,1.48,0.92
2019Q3,53.81,0.39,1.93,1.21
2019Q2,51.54,0.7,3.44,2.26
2019Q1,56.25,0.47,2.32,1.65
2018Q4,53.46,-0.27,-1.35,-0.97
2018Q3,55.23,0.67,3.34,2.38
2018Q2,51.3,0.59,2.96,2.14
2018Q1,55.48,0.15,0.76,0.58
2017Q4,54.59,0.16,0.8,0.62
2017Q3,53.63,0.76,3.85,2.92
2017Q2,49.13,0.59,3.0,2.28
2017Q1,52.75,0.14,0.71,0.55
2016Q4,51.93,0.47,2.4,1.86
2016Q3,49.34,0.45,2.34,1.75
2016Q2,46.72,0.37,1.92,1.44
2016Q1,52.18,0.32,1.64,1.27
2015Q4,50.28,0.29,1.51,1.15
2015Q3,48.71,0.57,3.03,2.19
2015Q2,45.33,0.56,2.92,2.1
2015Q1,51.46,0.38,1.94,1.43
2014Q4,49.23,0.5,2.63,1.95
2014Q3,46.29,0.82,4.48,3.24
2014Q2,41.45,0.67,3.67,2.58
