季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,139.4,0.33,0.73,0.6
2020Q4,138.1,0.43,0.95,0.76
2020Q3,136.6,1.09,2.48,1.92
2020Q2,132.2,0.43,0.97,0.75
2020Q1,137.3,0.27,0.61,0.48
2019Q4,136.2,0.4,0.91,0.71
2019Q3,134.6,0.9,2.07,1.55
2019Q2,131.0,0.39,0.9,0.68
2019Q1,135.8,0.41,0.93,0.72
2018Q4,134.2,0.3,0.69,0.52
2018Q3,134.0,0.71,1.65,1.22
2018Q2,131.1,0.42,0.97,0.74
2018Q1,135.4,0.3,0.67,0.52
2017Q4,133.4,0.22,0.52,0.39
2017Q3,132.8,0.73,1.69,1.25
2017Q2,129.8,0.18,0.4,0.31
2017Q1,137.2,0.22,0.5,0.39
2016Q4,136.3,0.26,0.6,0.48
2016Q3,135.5,0.59,1.34,1.07
2016Q2,133.2,1.68,3.85,3.08
2016Q1,132.5,0.22,0.5,0.4
2015Q4,131.6,0.13,0.3,0.24
2015Q3,131.3,0.72,1.68,1.33
2015Q2,128.4,0.38,0.88,0.7
2015Q1,131.7,0.31,0.71,0.57
2014Q4,130.4,0.2,0.47,0.37
2014Q3,129.8,0.49,1.14,0.88
2014Q2,127.8,0.13,0.31,0.24
