季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,11.71,0.48,2.13,1.37
2020Q4,13.03,0.37,1.66,1.07
2020Q3,12.47,0.47,2.06,1.31
2020Q2,11.87,1.1,4.83,3.15
2020Q1,10.52,0.19,0.88,0.61
2019Q4,12.18,0.23,0.71,0.5
2019Q3,11.91,1.07,4.13,2.83
2019Q2,10.63,0.88,3.24,2.24
2019Q1,11.19,0.22,0.54,0.37
2018Q4,10.96,0.45,1.89,1.27
2018Q3,11.19,0.84,3.5,2.31
2018Q2,10.13,0.85,3.47,2.4
2018Q1,10.63,0.02,0.08,0.06
2017Q4,10.62,0.1,0.48,0.34
2017Q3,10.46,0.77,3.25,2.31
2017Q2,9.35,0.54,2.56,1.93
2017Q1,10.5,0.37,1.71,1.29
2016Q4,9.87,0.81,3.92,2.84
2016Q3,8.47,0.81,4.03,2.83
2016Q2,7.08,0.55,2.65,1.93
2016Q1,8.71,0.23,1.06,0.81
2015Q4,8.31,0.17,0.79,0.57
2015Q3,8.06,0.79,3.77,2.58
2015Q2,6.7,0.19,0.9,0.63
2015Q1,8.97,0.38,1.67,1.24
2014Q4,8.33,0.63,2.88,2.18
2014Q3,7.29,0.42,1.97,1.46
2014Q2,6.57,0.26,1.2,0.87
