季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,8.6,2.29,7.6,4.87
2020Q4,10.76,2.02,6.64,4.59
2020Q3,9.34,1.75,6.6,4.26
2020Q2,8.1,1.49,5.67,3.41
2020Q1,7.05,1.19,4.45,2.81
2019Q4,9.31,1.39,4.52,3.0
2019Q3,8.35,1.5,5.58,3.44
2019Q2,7.29,1.0,4.19,2.61
2019Q1,9.62,1.02,4.77,3.2
2018Q4,8.9,0.9,5.24,3.34
2018Q3,8.12,1.6,8.31,5.15
2018Q2,6.78,1.04,5.7,3.89
2018Q1,8.19,0.72,3.97,2.89
2017Q4,7.46,0.77,4.14,3.0
2017Q3,6.66,0.96,5.67,3.97
2017Q2,5.69,0.6,3.59,2.54
2017Q1,7.25,0.48,2.72,1.96
2016Q4,6.77,0.33,2.52,1.8
2016Q3,6.44,0.7,4.14,3.01
2016Q2,5.73,0.41,2.43,1.8
2016Q1,6.83,0.57,3.42,2.61
2015Q4,6.26,0.73,4.53,3.44
2015Q3,5.59,0.38,2.6,1.92
2015Q2,5.21,0.09,0.61,0.45
2015Q1,7.02,0.29,1.76,1.34
2014Q4,6.86,0.33,2.3,1.68
2014Q3,6.49,0.69,4.4,3.16
2014Q2,5.71,0.49,3.5,2.61
