季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,120.6,0.42,1.09,0.69
2020Q4,118.1,0.32,0.79,0.49
2020Q3,116.1,0.45,1.2,0.74
2020Q2,113.5,-0.02,-0.09,-0.05
2020Q1,124.2,0.63,1.43,0.88
2019Q4,120.5,0.85,2.08,1.26
2019Q3,115.6,0.76,1.93,1.14
2019Q2,111.1,0.9,2.21,1.32
2019Q1,115.9,0.85,2.12,1.26
2018Q4,110.9,0.82,2.22,1.29
2018Q3,106.1,0.61,1.68,0.95
2018Q2,102.5,0.98,2.73,1.55
2018Q1,108.8,0.84,2.32,1.32
2017Q4,103.7,1.11,3.19,1.78
2017Q3,97.06,1.0,2.94,1.61
2017Q2,91.14,0.99,3.05,1.69
2017Q1,97.85,0.86,2.61,1.46
2016Q4,92.75,1.24,3.76,2.08
2016Q3,85.82,0.94,2.94,1.61
2016Q2,80.27,0.87,2.72,1.49
2016Q1,83.42,1.04,3.28,1.77
2015Q4,77.26,1.13,3.62,1.92
2015Q3,71.46,0.82,2.64,1.39
2015Q2,66.61,0.22,0.74,0.39
2015Q1,69.7,0.7,2.38,1.24
2014Q4,65.57,0.04,0.21,0.11
2014Q3,65.16,0.38,1.38,0.74
2014Q2,62.89,0.44,1.51,0.84
