季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,34.13,1.13,4.33,1.31
2020Q4,37.21,1.06,4.92,1.49
2020Q3,34.28,1.35,5.46,1.61
2020Q2,30.94,0.93,3.9,1.17
2020Q1,28.63,0.31,1.27,0.46
2019Q4,33.74,1.39,5.7,1.78
2019Q3,30.16,0.88,3.65,1.17
2019Q2,27.99,0.83,3.47,1.12
2019Q1,33.85,0.8,3.16,1.08
2018Q4,31.88,1.36,5.77,1.68
2018Q3,28.32,0.78,3.44,1.1
2018Q2,26.38,1.05,4.63,1.43
2018Q1,31.7,0.89,3.75,1.19
2017Q4,29.04,0.97,4.2,1.36
2017Q3,27.11,1.05,4.76,1.41
2017Q2,24.51,1.12,5.24,1.55
2017Q1,29.96,0.86,3.79,1.25
2016Q4,29.1,1.09,3.97,1.51
2016Q3,26.79,1.22,5.56,1.78
2016Q2,23.75,1.38,6.39,2.05
2016Q1,27.97,1.16,4.81,1.64
2015Q4,25.08,0.99,5.6,1.87
2015Q3,22.44,0.91,4.45,1.47
2015Q2,20.19,1.24,6.37,2.05
