季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,4.72,0.46,3.59,2.16
2020Q4,4.05,0.14,1.16,0.74
2020Q3,3.85,0.42,3.48,2.14
2020Q2,3.26,0.23,2.01,1.31
2020Q1,3.35,0.23,1.93,1.24
2019Q4,3.02,0.09,0.78,0.49
2019Q3,2.81,0.26,2.16,1.33
2019Q2,2.44,0.19,1.59,0.97
2019Q1,3.61,0.08,0.6,0.44
2018Q4,3.5,0.32,2.68,1.5
2018Q3,2.86,0.46,4.02,2.12
2018Q2,2.18,0.57,4.91,2.52
2018Q1,2.23,0.15,1.27,0.73
2017Q4,1.99,0.14,1.25,0.68
2017Q3,1.85,0.41,3.63,1.96
2017Q2,1.27,0.26,2.37,1.28
2017Q1,1.25,,0.03,0.02
2016Q4,1.25,0.38,3.38,1.85
2016Q3,0.84,0.16,1.44,0.85
2016Q2,0.61,0.06,0.51,0.3
2016Q1,0.96,0.01,0.08,0.14
2015Q4,0.95,0.14,1.27,0.81
2015Q3,0.77,0.24,2.08,1.24
2015Q2,0.43,-0.01,-0.08,0.12
