季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,-0.19,-0.01,-0.09,-0.06
2020Q4,-0.19,-0.04,-0.46,-0.3
2020Q3,-0.15,-0.24,-2.61,-1.69
2020Q2,0.064,0.02,0.22,0.15
2020Q1,0.045,-0.06,-0.68,-0.45
2019Q4,0.1,-0.27,-2.81,-1.87
2019Q3,0.37,0.04,0.35,0.22
2019Q2,0.34,0.0,0.0,0.0
2019Q1,1.57,-0.19,-1.63,-1.15
2018Q4,1.75,0.14,1.2,0.84
2018Q3,1.62,1.61,14.53,9.92
2018Q2,0.15,0.21,1.94,1.31
2018Q1,-0.042,-0.12,-1.1,-0.72
2017Q4,0.065,-0.1,-0.96,-0.62
2017Q3,0.16,-0.07,-0.66,-0.43
2017Q2,0.22,-0.12,-1.17,-0.76
2017Q1,0.41,0.15,1.42,0.92
2016Q4,0.27,0.27,2.45,1.59
2016Q3,0.022,0.29,2.63,1.73
2016Q2,-0.24,0.04,0.31,0.21
2016Q1,-1.9,0.15,1.28,0.84
2015Q4,-2.03,0.11,1.0,0.65
2015Q3,-2.13,-0.42,-3.59,-2.3
2015Q2,-1.75,0.12,1.05,0.67
2015Q1,-1.86,-0.11,-0.98,-0.61
2014Q4,-1.75,-0.08,-0.69,-0.43
2014Q3,-1.69,0.0,0.0,0.0
2014Q2,-1.69,-0.1,-0.91,-0.58
