季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,-0.38,0.04,0.5,0.16
2020Q4,-0.4,-0.02,-0.33,-0.11
2020Q3,-0.39,-0.14,-1.38,-0.48
2020Q2,-0.33,-0.26,-2.41,-0.85
2020Q1,-0.31,-0.46,-3.92,-1.41
2019Q4,-0.1,-0.56,-4.89,-1.81
2019Q3,0.15,-0.58,-4.83,-1.83
2019Q2,0.41,0.08,0.74,0.29
2019Q1,0.55,-0.2,-1.41,-0.57
2018Q4,0.64,0.39,3.42,1.35
2018Q3,0.46,0.44,3.87,1.47
2018Q2,0.26,0.48,4.55,1.66
2018Q1,-0.47,0.1,1.05,0.38
2017Q4,-0.51,0.0,0.38,0.12
2017Q3,-0.52,0.13,1.42,0.41
2017Q2,-0.57,-0.61,-5.33,-1.57
2017Q1,-0.66,-0.92,-7.51,-2.42
2016Q4,-0.32,-0.55,-3.7,-1.15
2016Q3,-0.14,-0.77,-5.44,-1.6
2016Q2,0.11,0.57,4.44,1.38
2016Q1,-0.37,-0.21,-1.44,-0.47
2015Q4,-0.31,-1.0,-7.68,-2.59
2015Q3,0.001,-0.25,-1.69,-0.6
2015Q2,0.078,-1.08,-6.37,-2.47
2015Q1,0.67,-0.55,-3.07,-1.28
2014Q4,0.83,-0.54,-2.81,-1.19
2014Q3,0.98,0.23,1.39,0.58
2014Q2,0.91,0.74,4.5,1.84
