季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,103.6,0.44,2.17,0.51
2020Q4,114.2,0.41,2.12,0.5
2020Q3,107.8,0.45,2.23,0.53
2020Q2,100.5,0.87,4.42,1.07
2020Q1,86.44,0.05,0.45,0.11
2019Q4,94.59,0.13,0.81,0.2
2019Q3,92.75,0.46,2.38,0.59
2019Q2,85.39,0.32,1.76,0.44
2019Q1,93.9,0.2,1.07,0.27
2018Q4,90.7,0.27,1.45,0.37
2018Q3,86.66,0.57,2.77,0.69
2018Q2,77.54,0.56,2.89,0.71
2018Q1,77.26,0.13,0.7,0.17
2017Q4,72.96,0.14,0.81,0.2
2017Q3,70.92,0.25,1.4,0.35
2017Q2,66.82,0.17,0.9,0.23
2017Q1,68.18,0.03,0.17,0.04
2016Q4,67.63,0.12,0.88,0.23
2016Q3,66.0,0.13,0.73,0.19
2016Q2,63.89,0.12,0.68,0.18
2016Q1,65.94,0.09,0.59,0.15
2015Q4,64.47,-0.03,-0.47,-0.12
2015Q3,65.22,0.31,1.86,0.47
2015Q2,60.11,0.06,0.37,0.1
2015Q1,66.12,0.11,0.65,0.17
2014Q4,64.26,0.07,0.49,0.13
2014Q3,63.6,0.2,1.28,0.34
2014Q2,60.31,0.19,1.21,0.33
