季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,14.84,0.91,3.12,2.25
2020Q4,13.86,1.59,5.81,4.2
2020Q3,12.14,2.3,9.15,6.09
2020Q2,10.23,1.95,7.33,4.99
2020Q1,14.62,0.2,0.65,0.48
2019Q4,14.4,1.65,5.85,4.36
2019Q3,12.59,1.68,5.88,4.43
2019Q2,10.73,2.49,7.66,5.89
2019Q1,16.86,1.79,5.21,4.02
2018Q4,14.87,2.77,8.2,6.15
2018Q3,11.98,2.72,11.1,7.0
2018Q2,9.09,2.63,12.76,7.37
2018Q1,13.46,1.72,7.89,5.03
2017Q4,11.74,2.54,12.94,7.83
2017Q3,9.19,2.62,11.32,7.44
2017Q2,18.65,5.47,19.66,13.77
2016Q4,13.18,10.93,46.81,29.43
2015Q4,3.23,,,
