季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,4.52,1.28,8.89,1.8
2020Q4,3.33,1.1,8.27,1.52
2020Q3,2.3,-0.13,-1.0,-0.19
2020Q2,2.41,-0.16,-1.24,-0.28
2020Q1,2.56,-0.08,-0.61,-0.14
2019Q4,2.74,0.31,2.5,0.58
2019Q3,11.8,-0.04,-0.35,-0.08
2019Q2,11.84,0.0,0.01,0.0
2019Q1,11.79,-0.05,-0.4,-0.09
2018Q4,11.84,0.36,2.95,0.69
2018Q3,11.5,0.03,0.27,0.06
2018Q2,11.47,-0.19,-1.58,-0.39
2018Q1,11.66,-0.07,-0.54,-0.14
2017Q4,1.86,0.61,5.01,1.25
2017Q3,1.29,-0.16,-1.3,-0.32
2017Q2,1.43,0.02,0.15,0.04
2017Q1,1.42,-0.06,-0.53,-0.13
2016Q4,1.48,0.85,7.36,1.69
2016Q3,0.71,-0.03,-0.31,-0.07
2016Q2,0.74,-0.04,-0.33,-0.08
2016Q1,0.78,-0.28,-2.44,-0.58
2015Q4,1.04,1.86,17.08,3.86
2015Q3,-12.61,-0.16,-1.56,-0.33
2015Q2,-12.46,-0.22,-2.21,-0.48
2015Q1,-12.25,-0.1,-2.31,-0.51
2014Q4,-12.03,-0.08,-1.8,-0.41
2014Q3,-11.97,-4.6,-101.6,-24.17
2014Q2,-2.18,-0.41,-8.66,-2.34
