季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,18.3,1.13,3.68,2.12
2020Q4,17.28,1.25,4.5,2.58
2020Q3,16.15,0.86,3.21,1.9
2020Q2,15.38,4.23,15.38,9.18
2020Q1,14.06,0.46,1.74,1.03
2019Q4,13.66,0.82,3.1,1.92
2019Q3,12.96,0.78,3.0,2.03
2019Q2,12.28,0.61,2.2,1.5
2019Q1,13.02,0.67,2.39,1.67
2018Q4,12.47,0.93,3.46,2.36
2018Q3,11.72,0.67,2.55,1.75
2018Q2,11.17,0.58,2.19,1.52
2018Q1,11.92,0.36,1.32,0.96
2017Q4,11.63,0.7,2.72,1.89
2017Q3,11.02,0.68,2.68,1.89
2017Q2,10.46,1.0,3.62,2.49
2017Q1,11.21,1.16,4.26,2.94
2016Q4,10.35,1.19,4.32,3.04
2016Q3,9.47,1.07,3.95,2.82
2016Q2,8.67,1.13,4.19,2.86
2016Q1,9.46,0.88,3.15,2.26
2015Q4,8.81,0.76,2.94,2.05
2015Q3,8.25,0.89,3.46,2.35
2015Q2,7.58,0.88,3.53,2.35
