季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,46.26,1.31,5.5,2.07
2020Q4,40.11,1.95,8.24,2.94
2020Q3,32.33,0.8,3.93,1.31
2020Q2,29.12,0.64,3.48,1.17
2020Q1,31.57,0.26,1.38,0.51
2019Q4,30.51,0.33,1.79,0.68
2019Q3,29.26,0.58,3.12,1.2
2019Q2,26.89,0.3,1.58,0.63
2019Q1,29.85,0.34,1.85,0.8
2018Q4,28.66,0.27,1.47,0.64
2018Q3,27.3,0.35,2.01,0.84
2018Q2,25.84,0.44,2.45,1.04
2018Q1,28.23,0.27,1.52,0.68
2017Q4,26.86,0.22,1.32,0.61
2017Q3,26.59,0.49,2.79,1.31
2017Q2,24.58,0.23,1.4,0.68
2017Q1,27.82,0.25,1.4,0.71
2016Q4,26.81,0.04,0.15,0.08
2016Q3,26.67,0.5,2.73,1.38
2016Q2,24.64,0.33,1.84,0.94
2016Q1,27.47,0.36,1.91,0.99
2015Q4,25.99,0.01,0.09,0.05
2015Q3,26.12,0.78,4.25,2.14
2015Q2,22.94,0.25,1.38,0.72
2015Q1,26.92,0.3,1.54,0.83
2014Q4,25.7,0.64,3.84,2.0
2014Q3,22.94,0.29,1.78,0.9
2014Q2,21.59,0.35,2.01,1.09
