季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,8.88,0.14,1.04,0.54
2020Q4,8.2,-0.04,-0.22,-0.11
2020Q3,8.52,0.36,2.78,1.39
2020Q2,6.76,0.1,0.86,0.43
2020Q1,6.31,0.05,0.42,0.21
2019Q4,6.06,-0.1,-0.7,-0.35
2019Q3,6.48,0.16,1.33,0.65
2019Q2,5.69,0.01,0.14,0.07
2019Q1,5.69,0.03,0.26,0.13
2018Q4,5.51,-0.04,-0.23,-0.11
2018Q3,5.78,0.13,1.09,0.53
2018Q2,4.99,-0.07,-0.5,-0.25
2018Q1,5.35,0.08,0.65,0.32
2017Q4,4.21,0.27,2.21,1.08
2017Q3,3.17,0.13,1.1,0.54
2017Q2,2.56,-0.07,-0.54,-0.28
2017Q1,2.9,-0.05,-0.38,-0.2
2016Q4,3.16,0.34,2.81,1.44
2016Q3,1.58,0.06,0.54,0.27
2016Q2,1.3,-0.12,-0.87,-0.45
2016Q1,1.86,-0.07,-0.54,-0.29
2015Q4,2.2,-0.07,-0.61,-0.33
2015Q3,2.74,0.44,3.64,1.78
2015Q2,0.62,-0.13,-0.85,-0.38
2015Q1,1.26,-0.13,-1.24,-0.56
2014Q4,1.89,-0.09,-0.95,-0.43
2014Q3,2.42,-0.08,-0.61,-0.27
2014Q2,2.81,-0.29,-2.47,-1.11
