季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,20.53,0.37,2.0,0.88
2020Q4,19.6,0.61,3.38,1.48
2020Q3,18.11,0.93,5.44,2.37
2020Q2,15.78,1.47,8.79,4.07
2020Q1,17.1,0.39,2.27,1.06
2019Q4,16.13,0.86,5.24,2.39
2019Q3,13.9,1.03,6.5,2.97
2019Q2,11.32,0.62,3.88,1.81
2019Q1,14.77,0.2,1.17,0.55
2018Q4,14.28,0.56,3.47,1.56
2018Q3,12.86,0.85,5.48,2.36
2018Q2,10.66,0.73,4.51,2.09
2018Q1,14.6,0.27,1.61,0.79
2017Q4,13.92,0.55,3.41,1.65
2017Q3,12.57,0.73,4.69,2.27
2017Q2,10.74,0.83,5.33,2.64
2017Q1,13.67,0.51,3.16,1.58
2016Q4,12.4,0.82,5.2,2.62
2016Q3,10.39,0.71,4.65,2.48
2016Q2,8.62,0.56,3.6,2.04
2016Q1,10.98,0.2,1.28,0.72
2015Q4,10.48,0.66,4.22,2.26
2015Q3,8.86,0.7,4.68,2.52
2015Q2,7.1,0.29,1.95,1.07
2015Q1,9.38,0.11,0.75,0.41
2014Q4,9.1,0.3,1.99,1.07
2014Q3,8.38,0.47,3.22,1.75
2014Q2,7.2,0.49,3.39,1.92
