季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,-3.71,-0.09,-3.96,-2.59
2020Q4,-3.66,-0.91,-32.41,-21.48
2020Q3,-3.26,-1.19,-33.24,-24.62
2020Q2,-2.72,0.36,9.76,7.74
2020Q1,-2.88,-1.61,-37.19,-30.97
2019Q4,-1.74,-2.45,-34.35,-25.54
2019Q3,-1.01,-1.34,-18.56,-13.98
2019Q2,-2.6,-1.23,-22.97,-20.57
2019Q1,-1.99,0.2,3.4,3.08
2018Q4,-2.09,-0.5,-8.39,-7.61
2018Q3,-1.84,-1.12,-10.15,-9.28
2018Q2,-1.5,-0.18,-2.61,-2.38
2018Q1,-1.41,-0.21,-2.85,-2.59
2017Q4,-1.31,-1.07,-13.71,-12.35
2017Q3,-0.77,0.02,0.22,0.19
2017Q2,-0.78,-0.58,-6.73,-5.99
2017Q1,-0.49,0.27,3.01,2.69
2016Q4,-0.62,-1.24,-13.27,-11.98
2016Q3,-0.002,0.27,2.7,2.44
2016Q2,-0.13,0.59,6.11,5.5
2016Q1,-0.28,-0.91,-9.21,-8.33
2015Q4,0.18,1.09,11.09,10.02
2015Q3,-0.37,0.47,5.15,4.66
2015Q2,-0.6,0.64,7.52,6.8
2015Q1,-0.92,0.1,1.23,1.09
2014Q4,-0.97,-0.08,-0.97,-0.84
2014Q3,-0.93,0.0,0.06,0.05
2014Q2,-0.94,2.12,29.86,20.67
