季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,4.5,0.57,3.75,2.26
2020Q4,4.1,0.0,0.96,0.57
2020Q3,4.0,0.22,1.47,0.91
2020Q2,3.53,-0.49,-3.32,-2.1
2020Q1,4.05,0.13,0.86,0.53
2019Q4,4.23,0.46,2.91,1.84
2019Q3,3.69,0.1,0.68,0.45
2019Q2,3.58,-0.48,-3.02,-2.04
2019Q1,4.54,0.08,0.47,0.32
2018Q4,4.45,0.45,2.72,1.81
2018Q3,3.99,-0.17,-1.02,-0.7
2018Q2,4.18,-0.47,-2.74,-1.83
2018Q1,4.76,0.31,1.85,1.16
2017Q4,3.94,0.31,1.79,1.07
2017Q3,3.69,0.13,0.82,0.51
2017Q2,3.54,-0.31,-1.88,-1.18
2017Q1,4.2,-0.07,-0.39,-0.24
2016Q4,4.27,0.61,3.6,2.11
2016Q3,3.58,0.15,0.88,0.53
2016Q2,3.42,-0.37,-2.13,-1.28
2016Q1,4.58,0.3,1.68,0.97
2015Q4,4.26,0.4,2.44,1.36
2015Q3,3.8,0.09,0.61,0.34
2015Q2,3.7,-0.23,-1.43,-0.85
2015Q1,5.35,0.67,3.91,2.32
2014Q4,4.62,0.36,2.08,1.24
2014Q3,4.26,0.11,0.6,0.37
2014Q2,4.15,0.87,4.87,2.95
