季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,16.33,1.18,3.24,2.19
2020Q4,15.47,1.11,3.12,2.05
2020Q3,14.71,1.14,3.32,2.09
2020Q2,13.88,1.51,3.94,2.46
2020Q1,15.53,0.91,2.56,1.65
2019Q4,14.87,3.4,9.19,5.59
2019Q3,12.64,1.27,3.64,2.05
2019Q2,11.81,1.38,3.96,2.26
2019Q1,13.0,0.91,2.56,1.57
2018Q4,12.41,1.06,3.08,1.94
2018Q3,11.71,1.02,3.04,1.84
2018Q2,11.04,0.63,1.87,1.15
2018Q1,12.27,0.56,1.63,1.02
2017Q4,11.9,0.63,1.84,1.13
2017Q3,11.5,1.2,3.64,2.15
2017Q2,10.71,0.84,2.53,1.57
2017Q1,11.8,0.92,2.74,1.82
2016Q4,11.19,0.91,2.78,1.86
2016Q3,10.59,1.18,3.74,2.53
2016Q2,9.81,1.37,4.33,3.09
2016Q1,10.56,1.57,5.01,3.79
2015Q4,9.52,1.73,5.82,4.45
2015Q3,8.44,1.84,6.56,4.88
2015Q2,7.23,0.71,2.55,1.98
2015Q1,8.4,1.03,3.62,3.02
2014Q4,7.72,1.6,5.91,4.89
2014Q3,6.68,1.19,4.63,3.69
2014Q2,5.9,0.86,3.33,2.67
