季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,5.71,2.25,8.64,3.99
2020Q4,6.38,2.59,10.2,4.63
2020Q3,5.01,2.33,9.43,4.22
2020Q2,5.63,2.16,8.94,3.77
2020Q1,4.48,2.47,10.25,4.55
2019Q4,5.56,2.49,9.55,4.93
2019Q3,6.62,2.42,9.34,4.34
2019Q2,5.34,2.85,10.86,4.78
2019Q1,7.01,2.47,9.31,4.64
2018Q4,5.7,2.32,9.75,5.06
2018Q3,5.86,1.92,8.37,3.84
2018Q2,4.82,3.16,13.34,5.82
2018Q1,5.7,1.63,6.0,2.78
2017Q4,4.93,2.63,10.6,4.99
2017Q3,3.69,1.46,7.41,3.16
2017Q2,2.9,1.2,5.87,2.57
2017Q1,4.39,1.12,4.57,2.17
2016Q4,3.86,2.33,9.35,4.33
2016Q3,2.87,1.5,6.5,3.03
2016Q2,2.23,1.59,6.72,3.45
2016Q1,3.47,1.16,4.74,2.61
2015Q4,2.98,1.88,8.18,4.42
2015Q3,2.19,1.46,6.9,3.41
2015Q2,1.57,1.05,5.03,2.46
2015Q1,2.54,0.92,4.44,2.3
2014Q4,2.15,2.28,9.82,5.66
2014Q3,1.34,0.96,5.36,3.45
2014Q2,0.93,0.85,4.87,3.11
