季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,1.02,0.1,1.05,0.8
2020Q4,0.84,0.08,0.87,0.65
2020Q3,0.7,0.03,0.3,0.23
2020Q2,0.65,0.04,0.51,0.4
2020Q1,0.57,-0.03,-0.37,-0.28
2019Q4,0.63,0.02,0.2,0.15
2019Q3,0.6,0.03,0.28,0.22
2019Q2,0.55,-0.03,-0.37,-0.29
2019Q1,0.61,-0.16,-1.63,-1.29
2018Q4,0.88,-0.1,-0.99,-0.8
2018Q3,1.05,0.04,0.42,0.33
2018Q2,0.97,0.0,0.02,0.01
2018Q1,0.97,0.11,1.11,0.89
2017Q4,0.55,-0.03,-0.3,-0.24
2017Q3,0.61,0.17,1.71,1.33
2017Q2,0.31,-0.1,-0.92,-0.71
2017Q1,1.01,0.05,0.44,0.34
2016Q4,0.93,0.09,0.82,0.64
2016Q3,0.78,0.15,1.47,1.17
2016Q2,0.5,0.09,0.85,0.68
2016Q1,0.35,0.08,0.78,0.6
2015Q4,0.21,0.1,1.02,0.77
2015Q3,0.024,0.27,2.78,2.09
2015Q2,-0.47,0.07,0.72,0.54
2015Q1,-0.59,-0.03,-0.33,-0.25
2014Q4,-0.53,-0.76,-7.56,-5.66
2014Q3,0.82,0.06,0.61,0.46
2014Q2,0.71,0.0,0.03,0.03
