季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,25.49,1.99,4.19,3.26
2020Q4,22.93,0.67,1.33,1.05
2020Q3,22.32,1.54,3.21,2.48
2020Q2,20.39,0.67,1.43,1.12
2020Q1,23.38,1.24,2.74,2.26
2019Q4,21.79,1.1,2.52,2.1
2019Q3,20.43,1.28,2.82,2.26
2019Q2,18.79,0.4,0.94,0.74
2019Q1,22.13,0.35,0.92,0.73
2018Q4,21.68,1.22,2.58,2.02
2018Q3,19.93,1.17,2.44,1.84
2018Q2,18.42,0.65,1.35,1.02
2018Q1,22.81,0.54,1.06,0.84
2017Q4,22.11,1.18,2.48,1.95
2017Q3,20.38,1.31,2.73,2.09
2017Q2,18.7,1.22,2.55,1.95
2017Q1,21.12,0.31,0.54,0.41
2016Q4,20.73,0.71,1.39,1.03
2016Q3,19.86,0.71,1.38,1.0
2016Q2,18.94,0.94,1.76,1.3
2016Q1,21.98,1.09,2.11,1.61
2015Q4,20.58,0.83,1.61,1.18
2015Q3,19.5,0.8,1.52,1.05
2015Q2,18.48,1.07,2.07,1.48
2015Q1,23.62,1.03,1.9,1.4
2014Q4,22.31,1.4,2.96,2.03
2014Q3,20.5,1.87,3.84,2.44
2014Q2,18.27,1.86,3.95,2.66
