季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,14.27,0.73,4.96,2.65
2020Q4,11.91,0.43,2.88,1.47
2020Q3,10.51,0.41,3.03,1.49
2020Q2,9.17,0.23,1.48,0.71
2020Q1,9.71,0.83,6.07,2.8
2019Q4,7.04,0.4,3.13,1.37
2019Q3,5.74,0.09,0.32,0.14
2019Q2,5.46,0.04,-0.21,-0.09
2019Q1,5.69,0.1,0.39,0.18
2018Q4,5.36,0.04,-0.21,-0.09
2018Q3,5.22,-0.34,-3.87,-1.74
2018Q2,6.31,0.11,0.39,0.19
2018Q1,6.94,0.15,1.13,0.55
2017Q4,6.54,0.25,1.88,0.88
2017Q3,5.68,0.09,0.34,0.16
2017Q2,5.38,-0.02,-0.89,-0.42
2017Q1,6.71,0.11,0.07,0.04
2016Q4,6.35,0.11,0.13,0.06
2016Q3,6.22,0.12,0.16,0.08
2016Q2,5.85,0.14,0.5,0.25
2016Q1,6.21,0.13,0.68,0.35
2015Q4,5.8,0.17,0.92,0.49
2015Q3,5.47,0.08,0.38,0.22
2015Q2,5.22,-0.01,-0.18,-0.11
2015Q1,6.38,0.07,0.48,0.3
2014Q4,6.15,0.26,1.91,1.19
2014Q3,5.48,0.0,0.02,0.02
2014Q2,5.46,0.03,0.23,0.14
