季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,0.5,0.16,1.34,1.17
2020Q4,0.42,0.23,2.02,1.79
2020Q3,0.31,-0.01,-0.12,-0.11
2020Q2,0.31,0.05,0.44,0.38
2020Q1,0.29,0.07,0.63,0.53
2019Q4,0.25,0.45,4.03,3.36
2019Q3,0.032,0.0,0.02,0.02
2019Q2,0.031,0.1,0.95,0.76
2019Q1,-0.45,-0.04,-0.38,-0.31
2018Q4,-0.43,0.37,3.54,2.87
2018Q3,-0.62,-0.82,-7.36,-5.82
2018Q2,-0.22,-0.72,-5.97,-4.86
2018Q1,0.21,-0.09,-0.71,-0.58
2017Q4,0.25,-0.41,-3.23,-2.67
2017Q3,0.45,0.1,0.83,0.68
2017Q2,0.4,0.15,1.19,0.98
2017Q1,-0.87,0.52,4.17,3.38
2016Q4,-1.12,0.34,2.44,1.9
2016Q3,-0.34,0.0,0.0,0.0
2016Q2,-0.34,0.04,0.38,0.33
2016Q1,-0.36,-0.19,-2.19,-1.86
2015Q4,-0.29,-0.56,-6.12,-5.15
2015Q3,-0.98,-0.52,-5.31,-4.5
2015Q2,-0.8,-1.48,-13.38,-11.48
2015Q1,-0.31,-0.71,-5.78,-4.89
2014Q4,-0.076,-0.38,-3.75,-3.16
2014Q3,0.084,-0.08,-0.76,-0.64
2014Q2,0.073,-0.44,-4.1,-3.46
