季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,28.79,2.77,5.52,4.12
2020Q4,26.52,2.84,5.95,4.3
2020Q3,24.21,2.95,6.51,4.35
2020Q2,21.8,2.4,4.96,3.5
2020Q1,28.02,2.57,5.04,3.86
2019Q4,25.92,2.94,6.04,4.36
2019Q3,23.47,3.09,6.7,4.53
2019Q2,20.94,3.15,6.57,4.63
2019Q1,26.55,3.14,6.33,4.52
2018Q4,23.98,2.42,5.18,3.43
2018Q3,22.02,3.51,8.03,5.09
2018Q2,19.16,3.67,8.3,5.51
2018Q1,23.93,2.44,5.38,3.77
2017Q4,21.93,2.9,6.72,4.53
2017Q3,19.54,2.67,6.56,4.29
2017Q2,17.35,3.27,7.73,5.44
2017Q1,22.05,2.2,5.0,3.72
2016Q4,20.25,3.3,7.83,5.46
2016Q3,17.61,2.76,7.07,4.72
2016Q2,15.36,2.96,7.28,5.24
2016Q1,19.07,2.29,5.49,4.17
2015Q4,17.21,2.5,6.36,4.66
2015Q3,15.16,3.08,8.53,5.84
2015Q2,12.65,1.94,5.48,3.79
2015Q1,16.36,1.89,5.17,3.79
2014Q4,14.82,2.33,6.6,4.69
2014Q3,12.9,2.24,6.83,4.47
2014Q2,11.07,1.7,5.14,3.46
