季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,8.43,1.01,3.31,1.84
2020Q4,7.76,0.75,2.54,1.37
2020Q3,7.32,1.21,4.18,2.32
2020Q2,6.51,1.04,3.76,2.1
2020Q1,6.05,0.07,0.33,0.17
2019Q4,6.0,-0.38,-1.32,-0.68
2019Q3,6.46,0.44,1.64,0.8
2019Q2,6.16,0.27,0.94,0.46
2019Q1,8.0,0.43,1.64,0.75
2018Q4,7.71,0.95,3.95,1.57
2018Q3,7.55,1.67,7.36,2.78
2018Q2,6.53,1.84,8.63,3.17
2018Q1,7.52,1.72,6.01,2.08
2017Q4,6.38,2.8,10.76,3.43
2017Q3,5.31,1.38,8.7,2.79
2017Q2,4.5,4.43,20.47,6.63
2016Q4,4.1,11.82,43.79,11.71
2016Q2,2.35,1.38,,
2015Q4,1.3,,,
2015Q2,0.82,,,
2014Q4,-47.54,2.42,21.23,44.25
2006Q2,-26.33,3.36,15.74,49.91
2005Q4,-14.79,3.94,11.1,78.73
