季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,27.78,2.54,6.24,3.58
2020Q4,25.47,1.92,5.07,2.93
2020Q3,23.78,2.05,5.81,3.26
2020Q2,21.92,2.53,7.41,4.18
2020Q1,21.16,1.57,4.65,2.7
2019Q4,19.73,1.71,5.28,2.96
2019Q3,18.14,1.39,4.43,2.39
2019Q2,16.87,1.72,5.56,2.95
2018Q4,16.67,5.5,17.11,9.65
2018Q2,14.37,,,
2017Q4,13.2,,,
2017Q2,11.18,,,
2016Q4,11.68,,,
2016Q2,10.08,,,
2015Q4,10.36,,,
2015Q2,8.8,0.67,2.68,1.56
2015Q1,9.55,0.89,3.53,2.1
2014Q4,8.74,,,
2014Q2,7.14,0.48,2.49,1.4
2014Q1,7.55,0.75,3.9,2.17
2013Q4,6.95,,,
2013Q2,6.45,1.6,8.02,4.26
2012Q4,5.5,,,
2012Q2,5.45,0.43,2.44,1.27
2011Q4,4.76,,,
2011Q2,4.63,,,
2010Q4,5.12,,,
2010Q2,4.92,,,
