季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,104.7,2.58,4.33,1.72
2020Q4,98.69,1.89,3.33,1.29
2020Q3,94.31,2.75,5.3,2.01
2020Q2,88.11,1.91,3.62,1.37
2020Q1,91.37,1.49,2.74,1.06
2019Q4,87.93,1.34,2.54,0.97
2019Q3,84.71,1.93,3.83,1.44
2019Q2,80.05,1.49,2.97,1.16
2019Q1,84.1,1.36,2.72,1.09
2018Q4,80.99,1.54,3.17,1.22
2018Q3,77.48,1.72,3.57,1.36
2018Q2,73.53,1.89,4.0,1.63
2018Q1,76.85,0.67,1.61,0.7
2017Q4,71.1,1.86,3.99,1.72
2017Q3,66.96,1.8,4.12,1.79
2017Q2,62.8,1.17,2.82,1.25
2017Q1,66.11,1.26,2.91,1.29
2016Q4,63.18,1.06,2.45,1.05
2016Q3,60.82,1.15,2.89,1.18
2016Q2,58.16,0.86,2.03,0.85
2016Q1,62.42,1.45,3.29,1.37
2015Q4,59.05,1.37,3.16,1.25
2015Q3,56.08,1.24,3.09,1.23
2015Q2,53.22,1.11,2.69,1.1
2015Q1,58.28,1.16,2.74,1.12
2014Q4,55.59,1.5,3.71,1.43
2014Q3,52.15,1.5,3.88,1.47
2014Q2,48.67,1.26,3.28,1.3
