季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,50.1,0.33,0.88,0.72
2020Q4,48.38,0.02,0.05,0.04
2020Q3,47.47,-0.21,-0.57,-0.45
2020Q2,47.15,-0.77,-2.22,-1.72
2020Q1,48.45,-1.17,-3.37,-2.58
2019Q4,50.76,-0.26,-0.73,-0.56
2019Q3,51.37,-0.07,-0.17,-0.13
2019Q2,51.5,-0.07,-0.21,-0.16
2019Q1,55.62,0.05,0.14,0.11
2018Q4,55.83,0.63,1.64,1.21
2018Q3,54.72,0.78,2.09,1.44
2018Q2,52.6,1.02,2.73,1.84
2018Q1,53.52,-0.4,-1.08,-0.74
2017Q4,52.68,0.41,1.7,1.06
2017Q3,51.56,0.39,0.97,0.64
2017Q2,50.76,-0.12,-0.5,-0.37
2017Q1,57.24,0.32,1.28,0.95
2016Q4,55.99,0.31,1.25,0.94
2016Q3,54.66,0.41,1.69,1.24
2016Q2,53.01,0.52,2.08,1.53
2016Q1,56.91,0.58,2.3,1.71
2015Q4,54.57,0.64,2.57,1.88
2015Q3,52.21,0.81,3.42,2.41
2015Q2,48.96,0.12,0.48,0.34
2015Q1,55.69,0.12,0.46,0.34
2014Q4,55.2,0.33,1.3,0.95
2014Q3,53.86,0.38,1.52,1.08
2014Q2,52.33,0.39,1.5,1.08
