季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,9.41,0.43,2.21,1.08
2020Q4,8.99,0.73,4.04,1.78
2020Q3,8.36,0.34,1.76,0.79
2020Q2,7.77,0.38,2.04,0.99
2020Q1,8.36,0.25,1.24,0.57
2019Q4,8.11,0.43,2.43,1.03
2019Q3,7.72,0.28,1.46,0.64
2019Q2,7.44,0.26,1.43,0.67
2019Q1,7.68,0.32,1.7,0.87
2018Q4,7.43,0.24,1.53,0.81
2018Q3,7.21,0.16,0.87,0.47
2018Q2,7.06,0.12,0.6,0.33
2018Q1,7.64,0.11,0.46,0.25
2017Q4,7.51,0.4,2.03,0.99
2017Q3,7.17,0.22,1.21,0.65
2017Q2,6.96,0.1,0.6,0.36
2017Q1,7.35,0.19,1.16,0.66
2016Q4,7.18,0.36,1.81,1.03
2016Q3,6.88,0.04,0.28,0.17
2016Q2,6.84,0.23,1.49,0.88
2016Q1,7.11,0.04,0.04,0.02
2015Q4,7.08,0.22,1.26,0.7
2015Q3,7.04,0.2,1.33,0.81
2015Q2,6.84,0.18,0.94,0.58
2015Q1,7.27,0.05,0.21,0.11
2014Q4,7.22,0.18,0.94,0.52
2014Q3,7.14,0.14,1.05,0.61
2014Q2,7.0,0.53,3.17,1.88
