季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,44.71,0.41,1.61,1.16
2020Q4,42.59,0.3,1.23,0.88
2020Q3,41.22,0.7,3.15,2.21
2020Q2,37.74,0.54,2.44,1.69
2020Q1,40.7,0.11,0.44,0.31
2019Q4,40.12,0.26,1.07,0.76
2019Q3,38.92,0.68,3.08,2.16
2019Q2,35.52,0.41,1.84,1.29
2019Q1,39.14,0.33,1.4,1.0
2018Q4,37.46,0.15,0.64,0.46
2018Q3,37.48,0.63,2.94,2.08
2018Q2,34.35,0.31,1.44,1.02
2018Q1,38.45,0.23,0.98,0.71
2017Q4,37.18,0.2,0.85,0.62
2017Q3,36.24,0.62,3.01,2.16
2017Q2,33.15,0.28,1.33,0.95
2017Q1,36.88,0.44,1.88,1.37
2016Q4,34.69,0.21,0.9,0.66
2016Q3,33.83,0.61,2.95,2.13
2016Q2,30.8,0.43,2.19,1.58
2016Q1,33.81,0.17,0.76,0.55
2015Q4,32.96,0.19,0.88,0.65
2015Q3,32.15,0.49,2.51,1.82
2015Q2,29.69,0.33,1.7,1.24
2015Q1,33.22,0.2,1.0,0.74
2014Q4,32.21,0.18,0.89,0.65
2014Q3,31.4,0.44,2.22,1.61
2014Q2,29.19,0.5,2.64,1.93
