季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,25.64,4.1,7.68,6.34
2020Q4,22.81,3.6,7.26,5.96
2020Q3,20.34,2.93,6.32,4.78
2020Q2,18.32,2.8,5.88,4.56
2020Q1,22.2,2.69,5.48,4.75
2019Q4,20.34,2.26,4.84,4.2
2019Q3,18.79,2.26,5.1,4.0
2019Q2,17.22,2.4,5.11,4.05
2019Q1,22.38,2.44,4.94,4.32
2018Q4,20.7,2.97,6.35,5.52
2018Q3,18.64,2.87,6.55,5.09
2018Q2,16.66,2.99,6.44,5.08
2018Q1,22.12,2.15,4.36,3.85
2017Q4,20.64,2.72,5.81,5.07
2017Q3,18.76,3.29,7.49,5.81
2017Q2,16.49,3.34,7.3,5.72
2017Q1,21.43,2.8,5.84,5.12
2016Q4,19.5,3.38,7.54,6.64
2016Q3,17.17,3.05,7.31,5.78
2016Q2,15.07,2.78,6.36,5.05
2016Q1,20.01,2.48,5.38,4.73
2015Q4,18.3,3.03,6.99,6.16
2015Q3,16.22,3.52,8.79,7.21
2015Q2,13.79,2.5,6.19,5.13
2015Q1,16.32,2.01,4.85,4.36
2014Q4,14.93,1.96,4.96,4.46
2014Q3,13.57,1.77,4.71,3.95
2014Q2,12.35,1.59,4.07,3.47
