季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,-7.89,-0.65,-10.23,-6.69
2020Q4,-7.17,-0.99,-16.73,-10.69
2020Q3,-6.15,-0.99,-14.16,-9.54
2020Q2,-5.13,-1.08,-16.84,-10.69
2020Q1,-6.06,-0.87,-14.82,-10.03
2019Q4,-5.22,-1.25,-16.59,-13.35
2019Q3,-4.09,-1.26,-17.55,-12.91
2019Q2,-2.98,-1.47,-20.84,-15.55
2019Q1,-3.65,-0.76,-9.36,-8.06
2018Q4,-3.01,-1.22,-11.95,-10.67
2018Q3,-2.09,-1.02,-11.33,-10.11
2018Q2,-1.28,-0.99,-10.87,-9.47
2018Q1,-2.73,-0.74,-7.4,-6.37
2017Q4,-2.58,-0.97,-8.95,-7.71
2017Q3,-1.9,-0.92,-7.9,-6.92
2017Q2,-1.26,-0.9,-7.28,-6.46
2017Q1,-2.25,-0.9,-6.77,-5.96
2016Q4,-1.62,0.07,0.44,0.39
2016Q3,-1.67,-0.92,-6.6,-5.55
2016Q2,-1.11,-1.07,-8.75,-7.1
2016Q1,-2.31,-0.84,-6.1,-5.0
2015Q4,-1.82,-0.31,-2.2,-1.96
2015Q3,-1.64,-1.22,-8.31,-8.12
2015Q2,-0.93,-0.7,-4.12,-3.91
2015Q1,-2.83,-0.89,-5.35,-4.8
2014Q4,-2.31,-1.12,-9.28,-8.25
2014Q3,-1.72,-1.38,-16.54,-15.78
2014Q2,-1.01,-1.2,-11.86,-11.37
