季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,3.2,0.75,3.41,2.32
2020Q4,2.85,0.91,4.11,2.73
2020Q3,2.46,0.63,2.92,1.86
2020Q2,2.18,0.39,1.98,1.23
2020Q1,3.4,0.9,5.0,3.13
2019Q4,3.03,1.15,6.7,3.97
2019Q3,2.58,1.32,8.26,4.56
2019Q2,2.04,1.17,7.27,4.21
2019Q1,2.69,0.84,5.07,3.17
2018Q4,2.35,0.95,6.04,3.68
2018Q3,1.97,0.78,5.26,3.19
2018Q2,1.66,1.33,9.21,5.57
2017Q4,1.61,1.75,12.13,7.66
2017Q2,1.27,0.78,,
2016Q4,0.91,,,
2016Q2,0.54,,,
2015Q4,0.94,,,
2015Q2,0.72,,,
2014Q4,1.22,,,
2014Q2,0.52,,,
2013Q4,0.73,10.26,66.6,17.65
2013Q2,0.35,12.67,64.56,18.04
2012Q4,1.05,11.06,61.43,19.98
2012Q2,0.49,7.85,66.03,15.81
2011Q4,0.77,6.26,63.44,17.02
2011Q2,0.49,5.9,60.46,18.94
2010Q4,0.12,3.89,54.87,21.59
2010Q2,-0.068,3.82,51.15,23.18
