季度,保留盈餘合計,每股稅後盈餘(EPS),股東權益報酬率(ROE),資產報酬率(ROA)
2021Q1,61.54,0.85,2.92,1.46
2020Q4,77.71,1.3,4.4,2.37
2020Q3,70.08,1.12,4.01,2.15
2020Q2,63.3,1.51,5.88,3.02
2020Q1,54.47,0.47,2.01,1.05
2019Q4,68.05,1.21,4.6,2.54
2019Q3,61.08,1.02,4.13,2.24
2019Q2,55.17,0.87,3.51,1.99
2019Q1,67.49,0.57,2.29,1.36
2018Q4,64.16,1.05,4.14,2.39
2018Q3,58.56,1.2,4.9,2.78
2018Q2,51.61,0.77,3.22,1.89
2018Q1,61.59,0.81,3.22,1.93
2017Q4,56.86,0.91,3.7,2.17
2017Q3,51.87,1.02,4.35,2.51
2017Q2,46.09,0.73,3.11,1.83
2017Q1,58.93,0.72,2.89,1.74
2016Q4,54.85,1.69,6.89,4.19
2016Q3,45.41,0.83,3.68,2.3
2016Q2,40.73,0.63,2.82,1.84
2016Q1,49.73,0.53,2.27,1.52
2015Q4,46.71,0.63,2.75,1.77
2015Q3,43.21,0.44,2.08,1.29
2015Q2,40.65,0.47,2.08,1.28
2015Q1,45.49,0.65,2.81,1.7
2014Q4,41.69,1.01,4.34,2.57
2014Q3,35.96,0.14,-0.09,-0.05
2014Q2,35.14,0.34,1.64,1.01
